group,counter,label,total_all_widths,total_width_first,total_width_last,scaling_ratio_last_over_first,corr_total_vs_width,slope_total_vs_width,total_w128,total_w256,total_w512,total_w1024,total_w2048
CP,CP_SQE_PM4_STARVE_RB,active_mixed,2876.0,284.0,667.0,2.3485915492957745,0.23234406335141222,0.06336105510752704,284.0,865.0,532.0,528.0,667.0
RAS,RAS_SUPERTILE_GEN_ACTIVE_CYCLES,active_mixed,1440.0,0.0,720.0,inf,0.8680922931294119,0.4385080645161293,0.0,0.0,0.0,720.0,720.0
TP,TP_LATENCY_TRANS,active_mixed,1376.0,0.0,0.0,inf,-0.4035559797795863,-0.2092363911290322,0.0,479.0,897.0,0.0,0.0
TSE,TSE_SETUP_FMUL_0_WORKING_CYCLE_L3,active_mixed,1029.0,0.0,0.0,inf,0.08606087388782965,0.03550277217741942,0.0,0.0,294.0,735.0,0.0
TSE,TSE_SETUP_FMUL_1_WORKING_CYCLE_L3,active_mixed,1029.0,0.0,0.0,inf,0.08606087388782965,0.03550277217741942,0.0,0.0,294.0,735.0,0.0
TSE,TSE_SETUP_FMUL_WORKING_CYCLE_L2,active_mixed,1029.0,0.0,0.0,inf,0.08606087388782965,0.03550277217741942,0.0,0.0,294.0,735.0,0.0
TSE,TSE_SETUP_FMUL_2_WORKING_CYCLE_L3,active_mixed,966.0,0.0,0.0,inf,0.10470718092671337,0.042779737903225847,0.0,0.0,231.0,735.0,0.0
HLSQ,HLSQ_FS_DATA_WAIT_PROGRAMMING,active_mixed,720.0,0.0,0.0,inf,-0.38494867693105234,-0.15877016129032248,0.0,720.0,0.0,0.0,0.0
TSE,TSE_BE_STARVE_CYCLES_PC,active_mixed,351.0,0.0,0.0,inf,-0.34424349555131856,-0.02825730846774191,0.0,117.0,117.0,117.0,0.0
RAS,RAS_STGEN_BOTTLENECK_CYCLES,active_mixed,252.0,0.0,0.0,inf,-0.4261393656939431,-0.027847782258064495,0.0,120.0,66.0,66.0,0.0
HLSQ,HLSQ_FS_STALL_CYCLES,active_mixed,118.0,0.0,118.0,inf,0.898213579505789,0.06071488575268819,0.0,0.0,0.0,0.0,118.0
HLSQ,HLSQ_VSBR_STALL_CYCLES,active_mixed,98.0,0.0,98.0,inf,0.898213579505789,0.05042422715053765,0.0,0.0,0.0,0.0,98.0
TSE,TSE_FE_STARVE_CYCLES_PC,active_mixed,63.0,0.0,0.0,inf,-0.3849486769310524,-0.01389238911290323,0.0,63.0,0.0,0.0,0.0
CP,CP_PM4_HEADERS,active_mixed,33.0,0.0,0.0,inf,-0.20163978315436076,-0.0038117439516129024,0.0,0.0,33.0,0.0,0.0
HLSQ,HLSQ_STPROC_L0_INS_LATENCY_CYCLE,active_mixed,32.0,0.0,16.0,inf,0.5687501230847871,0.0063844086021505415,0.0,0.0,16.0,0.0,16.0
CP,CP_PM4_DATA,active_mixed,27.0,0.0,0.0,inf,-0.20163978315436076,-0.0031186995967741934,0.0,0.0,27.0,0.0,0.0
PC,PC_S_STALL_CYCLES_VFD,active_mixed,18.0,0.0,0.0,inf,-0.20163978315436076,-0.002079133064516129,0.0,0.0,18.0,0.0,0.0
HLSQ,HLSQ_COMPUTE_DRAWCALLS,active_mixed,4.0,0.0,0.0,inf,-0.3849486769310524,-0.000882056451612903,0.0,4.0,0.0,0.0,0.0
HLSQ,HLSQ_STALL_CYCLES_UCHE,active_mixed,4.0,0.0,0.0,inf,-0.3849486769310524,-0.000882056451612903,0.0,4.0,0.0,0.0,0.0
LRZ,LRZ_STARVE_CYCLES_RAS,flat_or_saturated,37450897.0,8037863.0,6663130.0,0.8289678487926455,-0.6946909979457924,-908.2990171370964,8037863.0,9033826.0,6887121.0,6828957.0,6663130.0
SP,SP_PGPR_ALLOC_CONTEXTS,flat_or_saturated,35830270.0,35830270.0,0.0,0.0,-0.47660312381939823,-9782.289776545704,35830270.0,0.0,0.0,0.0,0.0
CP,CP_SQE_EXEC_PROFILED,flat_or_saturated,10514020.0,2748425.0,2018786.0,0.7345246823180549,-0.37653312623632734,-175.40831863239248,2748425.0,1915647.0,1920891.0,1910271.0,2018786.0
CP,CP_MEMORY_POOL_EMPTY,flat_or_saturated,10506020.0,2747212.0,2018036.0,0.7345759992312206,-0.3766812106793261,-175.62142977150523,2747212.0,1914872.0,1920091.0,1905809.0,2018036.0
CP,CP_CLUSTER_VPC_PS_EMPTY,flat_or_saturated,10456962.0,2536916.0,1839858.0,0.7252341031394023,-0.7629267060935829,-320.1446152553759,2536916.0,2323861.0,1984355.0,1771972.0,1839858.0
CP,CP_CLUSTER_GRAS_EMPTY,flat_or_saturated,10447917.0,2527558.0,1839865.0,0.7279219705344051,-0.7643672463963406,-317.6210412466393,2527558.0,2323871.0,1984644.0,1771979.0,1839865.0
CP,CP_CLUSTER_VPC_VS_EMPTY,flat_or_saturated,10438933.0,2518568.0,1839869.0,0.7305218679821232,-0.7655888238466617,-315.17224252352105,2518568.0,2323892.0,1984650.0,1771954.0,1839869.0
CP,CP_CLUSTER_FE_S_EMPTY,flat_or_saturated,10425707.0,2503360.0,1839941.0,0.7349885753547233,-0.7684407562322061,-311.21195606518813,2503360.0,2323920.0,1986557.0,1771929.0,1839941.0
CP,CP_CLUSTER_VPC_US_EMPTY,flat_or_saturated,10368526.0,2448156.0,1839872.0,0.7515338074861243,-0.7739541112445886,-295.9502688172043,2448156.0,2323893.0,1984665.0,1771940.0,1839872.0
CP,CP_CLUSTER_SP_VS_EMPTY,flat_or_saturated,10360373.0,2439597.0,1839905.0,0.754183990224615,-0.774929090376084,-293.64024697580595,2439597.0,2323903.0,1985026.0,1771942.0,1839905.0
CP,CP_CLUSTER_FE_U_EMPTY,flat_or_saturated,10350161.0,2431081.0,1839883.0,0.7568168234624844,-0.7748770580332766,-291.1338205645157,2431081.0,2323899.0,1983361.0,1771937.0,1839883.0
CP,CP_CLUSTER_PS_EMPTY,flat_or_saturated,10338556.0,2418553.0,1839855.0,0.7607255247249078,-0.7764118955080077,-287.82815650201576,2418553.0,2323872.0,1984307.0,1771969.0,1839855.0
CP,CP_CLUSTER_SP_PS_EMPTY,flat_or_saturated,10334469.0,2414137.0,1839851.0,0.7621154060436504,-0.7769150455164441,-286.65778309811816,2414137.0,2323866.0,1984624.0,1771991.0,1839851.0
CP,CP_ALWAYS_COUNT,flat_or_saturated,9681794.0,2343766.0,1444458.0,0.6162978727398555,-0.8884746027433109,-365.69182627688144,2343766.0,1974284.0,1923985.0,1995301.0,1444458.0
RBBM,RBBM_US_ALWAYS_COUNT,flat_or_saturated,9304589.0,2263026.0,2090265.0,0.9236592951207807,0.34133219195680325,182.91237189180148,2263026.0,1188332.0,1753846.0,2009120.0,2090265.0
SP,SP_EWAVE_CONTEXTS,flat_or_saturated,2242285.0,2242285.0,0.0,0.0,-0.4766031238193981,-612.1829847110218,2242285.0,0.0,0.0,0.0,0.0
SP,SP_EXECUTABLE_WAVES,flat_or_saturated,2242285.0,2242285.0,0.0,0.0,-0.4766031238193981,-612.1829847110218,2242285.0,0.0,0.0,0.0,0.0
SP,SP_EWAVE_CONTEXT_CYCLES,flat_or_saturated,1270096.0,1270096.0,0.0,0.0,-0.4766031238193981,-346.7584005376347,1270096.0,0.0,0.0,0.0,0.0
SP,SP_WAVE_WAIT_CYCLES,flat_or_saturated,1079808.0,192000.0,261120.0,1.36,0.9999999999999999,36.00000000000005,192000.0,196608.0,205824.0,224256.0,261120.0
SP,SP_WORKING_EU_CS_STAGE,flat_or_saturated,708390.0,708390.0,0.0,0.0,-0.47660312381939807,-193.4028477822582,708390.0,0.0,0.0,0.0,0.0
SP,SP_WORKING_EU_FS_STAGE,flat_or_saturated,708390.0,708390.0,0.0,0.0,-0.47660312381939807,-193.4028477822582,708390.0,0.0,0.0,0.0,0.0
SP,SP_GPR_CACHE_SRC2_RDCNT,flat_or_saturated,705852.0,705852.0,0.0,0.0,-0.4766031238193981,-192.70992943548404,705852.0,0.0,0.0,0.0,0.0
SP,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,flat_or_saturated,705828.0,705828.0,0.0,0.0,-0.4766031238193983,-192.7033770161292,705828.0,0.0,0.0,0.0,0.0
SP,SP_WAVE_CTRL_CYCLES,flat_or_saturated,674845.0,116492.0,169989.0,1.4592332520688116,0.9999894444608163,27.87198630712369,116492.0,120066.0,126983.0,141315.0,169989.0
SP,SP_GPR_CACHE_SRC0_GPR_CACHE_HINT_RDCNT,flat_or_saturated,660504.0,660504.0,0.0,0.0,-0.4766031238193983,-180.3291330645163,660504.0,0.0,0.0,0.0,0.0
SP,SP_ANY_EU_WORKING,flat_or_saturated,628256.0,628256.0,0.0,0.0,-0.4766031238193981,-171.52486559139797,628256.0,0.0,0.0,0.0,0.0
SP,SP_ANY_EU_WORKING_CS_STAGE,flat_or_saturated,628244.0,628244.0,0.0,0.0,-0.4766031238193981,-171.5215893817206,628244.0,0.0,0.0,0.0,0.0
SP,SP_ANY_EU_WORKING_FS_STAGE,flat_or_saturated,628244.0,628244.0,0.0,0.0,-0.4766031238193981,-171.5215893817206,628244.0,0.0,0.0,0.0,0.0
SP,SP_GPR_CACHE_SRC2_GPR_CACHE_HIT_RDCNT,flat_or_saturated,626157.0,626157.0,0.0,0.0,-0.4766031238193983,-170.9518019153227,626157.0,0.0,0.0,0.0,0.0
SP,SP_UCHE_READ_BURST,flat_or_saturated,626145.0,626145.0,0.0,0.0,-0.4766031238193981,-170.94852570564524,626145.0,0.0,0.0,0.0,0.0
RAS,RAS_STARVE_CYCLES_TSE,flat_or_saturated,616617.0,332964.0,60507.0,0.1817223483619851,-0.48903730444415094,-73.83911920362905,332964.0,56160.0,83157.0,83829.0,60507.0
ALWAYSON,ALWAYSON,flat_or_saturated,550190.0,132094.0,105141.0,0.7959559101851712,-0.4635755927336661,-7.370001680107537,132094.0,106278.0,102379.0,104298.0,105141.0
SP,SP_GPR_CACHE_SRC1_GPR_CACHE_HIT_RDCNT,flat_or_saturated,540205.0,540205.0,0.0,0.0,-0.47660312381939823,-147.4854040658603,540205.0,0.0,0.0,0.0,0.0
RB,RB_BUSY_CYCLES,flat_or_saturated,466423.0,1860.0,0.0,0.0,0.16206422722188635,42.904769405241964,1860.0,1560.0,0.0,463003.0,0.0
RBBM,RBBM_US_STATUS_MASKED,flat_or_saturated,328904.0,153989.0,27339.0,0.17753865535849964,-0.4891326044401424,-40.6320249495968,153989.0,7463.0,115483.0,24630.0,27339.0
TP,TP_BUSY_CYCLES,flat_or_saturated,284447.0,1584.0,0.0,0.0,-0.4495342360578482,-45.322759156585995,1584.0,117502.0,164785.0,576.0,0.0
SP,SP_GPR_CACHE_SRC1_GPR_CACHE_HINT_RDCNT,flat_or_saturated,256172.0,256172.0,0.0,0.0,-0.47660312381939823,-69.93943212365595,256172.0,0.0,0.0,0.0,0.0
PC,PC_US_BUSY_CYCLES,flat_or_saturated,229737.0,63642.0,0.0,0.0,-0.3953329115389555,-22.44589003696237,63642.0,65857.0,101.0,100137.0,0.0
SP,SP_WAVE_ALU_CYCLES,flat_or_saturated,217391.0,217391.0,0.0,0.0,-0.47660312381939823,-59.35154149865596,217391.0,0.0,0.0,0.0,0.0
SP,SP_GPR_CACHE_SRC0_GPR_RDCNT,flat_or_saturated,205184.0,205184.0,0.0,0.0,-0.47660312381939807,-56.01881720430112,205184.0,0.0,0.0,0.0,0.0
SP,SP_LB_NONUAV_TOTAL_DUALQUAD,flat_or_saturated,202752.0,202752.0,0.0,0.0,-0.4766031238193981,-55.35483870967746,202752.0,0.0,0.0,0.0,0.0
SP,SP_LB_NONUAV_TOTAL_REQ,flat_or_saturated,202752.0,202752.0,0.0,0.0,-0.4766031238193981,-55.35483870967746,202752.0,0.0,0.0,0.0,0.0
SP,SP_WAVE_IDLE_CYCLES,flat_or_saturated,167520.0,33504.0,33504.0,1.0,0.0,9.234731142110193e-15,33504.0,33504.0,33504.0,33504.0,33504.0
SP,SP_TTU_GPR_WR_REQ,flat_or_saturated,162123.0,162123.0,0.0,0.0,-0.4766031238193982,-44.26241179435487,162123.0,0.0,0.0,0.0,0.0
PC,PC_US_STALL_CYCLES_COMPUTE_GFX,flat_or_saturated,103507.0,62040.0,0.0,0.0,-0.5796280058133173,-21.727749075940874,62040.0,0.0,41467.0,0.0,0.0
CP,CP_SQE_I_CACHE_STARVE,flat_or_saturated,91221.0,21808.0,20843.0,0.9557501834189288,-0.2270175815274769,-2.0290553595430083,21808.0,24390.0,17648.0,6532.0,20843.0
SP,SP_GPR_CACHE_SRC1_RDCNT,flat_or_saturated,88505.0,88505.0,0.0,0.0,-0.4766031238193982,-24.163411458333353,88505.0,0.0,0.0,0.0,0.0
RBBM,RBBM_US_ALWAYS_ON,flat_or_saturated,84691.0,22102.0,18817.0,0.8513709166591259,0.22936190177711327,1.2689957157258087,22102.0,10644.0,15058.0,18070.0,18817.0
UCHE,UCHE_RAM_READ_REQ,flat_or_saturated,80550.0,16176.0,0.0,0.0,-0.33194161263794514,-11.85200352822581,16176.0,0.0,64374.0,0.0,0.0
RBBM,RBBM_US_VBIF_BUSY,flat_or_saturated,78042.0,45320.0,8152.0,0.17987643424536628,-0.4805587162345324,-10.224315356182796,45320.0,8348.0,8275.0,7947.0,8152.0
SP,SP_BRANCH_INS_COUNT,flat_or_saturated,76800.0,76800.0,0.0,0.0,-0.4766031238193982,-20.96774193548389,76800.0,0.0,0.0,0.0,0.0
CP,CP_ICACHE_HITS,flat_or_saturated,67886.0,65550.0,470.0,0.007170099160945843,-0.4788660239500893,-17.82148857526883,65550.0,470.0,930.0,466.0,470.0
TP,TP_FILTER_POINT_FP32,flat_or_saturated,65536.0,65536.0,0.0,0.0,-0.47660312381939807,-17.89247311827958,65536.0,0.0,0.0,0.0,0.0
RBBM,RBBM_US_PC_BUSY,flat_or_saturated,63867.0,63867.0,0.0,0.0,-0.47660312381939823,-17.43680695564517,63867.0,0.0,0.0,0.0,0.0
SP,SP_WAVE_CSP_CYCLES,flat_or_saturated,62086.0,62086.0,0.0,0.0,-0.4766031238193982,-16.95056283602152,62086.0,0.0,0.0,0.0,0.0
SP,SP_WAVE_EMIT_CYCLES,flat_or_saturated,56320.0,11264.0,11264.0,1.0,0.0,3.847804642545913e-15,11264.0,11264.0,11264.0,11264.0,11264.0
SP,SP_BRANCH_TAKEN,flat_or_saturated,54272.0,54272.0,0.0,0.0,-0.47660312381939807,-14.81720430107528,54272.0,0.0,0.0,0.0,0.0
UCHE,UCHE_RAM_WRITE_REQ,flat_or_saturated,51200.0,10240.0,0.0,0.0,-0.3313110699774544,-7.526881720430106,10240.0,0.0,40960.0,0.0,0.0
CP,CP_BUSY_GFX_CORE_IDLE,flat_or_saturated,47424.0,11899.0,6985.0,0.5870241196739222,-0.8584462749488528,-1.913211945564517,11899.0,9407.0,9487.0,9646.0,6985.0
CP,CP_BUSY_CYCLES,flat_or_saturated,47404.0,11894.0,6982.0,0.5870186648730452,-0.8584412614969106,-1.9124243951612907,11894.0,9403.0,9483.0,9642.0,6982.0
CP,CP_ICACHE_STALL,flat_or_saturated,43142.0,26712.0,3314.0,0.12406409104522312,-0.5169409966347791,-6.7564684139785,26712.0,3305.0,6510.0,3301.0,3314.0
SP,SP_CCHE_NONUAV_TOTAL_REQ,flat_or_saturated,36864.0,36864.0,0.0,0.0,-0.4766031238193981,-10.064516129032265,36864.0,0.0,0.0,0.0,0.0
SP,SP_LB_READ_XFER_ALU,flat_or_saturated,35331.0,35331.0,0.0,0.0,-0.47660312381939823,-9.645980342741945,35331.0,0.0,0.0,0.0,0.0
SP,SP_BRANCH_NOT_TAKEN,flat_or_saturated,28672.0,28672.0,0.0,0.0,-0.4766031238193981,-7.827956989247317,28672.0,0.0,0.0,0.0,0.0
LRZ,LRZ_BUSY_CYCLES,flat_or_saturated,23243.0,4326.0,0.0,0.0,-0.32074050050595104,-3.366126932123656,4326.0,0.0,18917.0,0.0,0.0
LRZ,LRZ_NEVER_COUNT,flat_or_saturated,23220.0,4338.0,0.0,0.0,-0.32126939796789555,-3.365360383064515,4338.0,0.0,18882.0,0.0,0.0
SP,SP_LB_ALU_READ_CONS,flat_or_saturated,23043.0,23043.0,0.0,0.0,-0.4766031238193981,-6.2911416330645205,23043.0,0.0,0.0,0.0,0.0
VPC,VPC_FE_VS_BUSY_CYCLES,flat_or_saturated,19482.0,6438.0,0.0,0.0,-0.41500071716442755,-1.8908770161290325,6438.0,0.0,6504.0,6540.0,0.0
VPC,VPC_FE_BUSY_CYCLES,flat_or_saturated,16662.0,2652.0,1962.0,0.7398190045248869,-0.557160281237763,-1.383064516129031,2652.0,6633.0,3417.0,1998.0,1962.0
UCHE,UCHE_TPH_CONFLICT_CL_CCHE,flat_or_saturated,14019.0,617.0,0.0,0.0,-0.22595523140198565,-1.7164818548387093,617.0,0.0,13402.0,0.0,0.0
VPC,VPC_BE_BUSY_CYCLES,flat_or_saturated,10635.0,5277.0,0.0,0.0,-0.2504389168243305,-0.9343497983870976,5277.0,0.0,0.0,5358.0,0.0
SP,SP_FS_STAGE_WAVE_SAMPLES,flat_or_saturated,10240.0,2048.0,2048.0,1.0,0.0,1.9239023212729565e-16,2048.0,2048.0,2048.0,2048.0,2048.0
SP,SP_WAVE_END_CYCLES,flat_or_saturated,10240.0,2048.0,2048.0,1.0,0.0,1.9239023212729565e-16,2048.0,2048.0,2048.0,2048.0,2048.0
SP,SP_CCHE_NONUAV_TOTAL_DUALQUAD,flat_or_saturated,8192.0,8192.0,0.0,0.0,-0.47660312381939807,-2.2365591397849474,8192.0,0.0,0.0,0.0,0.0
SP,SP_CCHE_UAV_TOTAL_DUALQUAD,flat_or_saturated,8192.0,8192.0,0.0,0.0,-0.47660312381939807,-2.2365591397849474,8192.0,0.0,0.0,0.0,0.0
SP,SP_CCHE_UAV_TOTAL_REQ,flat_or_saturated,8192.0,8192.0,0.0,0.0,-0.47660312381939807,-2.2365591397849474,8192.0,0.0,0.0,0.0,0.0
SP,SP_EFU_WORKING_CYCLES,flat_or_saturated,8192.0,8192.0,0.0,0.0,-0.47660312381939807,-2.2365591397849474,8192.0,0.0,0.0,0.0,0.0
UCHE,UCHE_BANK_REQ7,flat_or_saturated,7550.0,1512.0,0.0,0.0,-0.3315148462209781,-1.1102360551075272,1512.0,0.0,6038.0,0.0,0.0
CP,CP_SQE_INSTR_COUNTER,flat_or_saturated,7463.0,1298.0,1000.0,0.7704160246533128,-0.27365971370085534,-0.3312226982526881,1298.0,998.0,3167.0,1000.0,1000.0
VPC,VPC_FE_WORKING_CYCLES,flat_or_saturated,6813.0,1293.0,516.0,0.3990719257540603,-0.6366376821875966,-0.8923261088709674,1293.0,3192.0,1296.0,516.0,516.0
RB,RB_CPROC_WORKING_CYCLES,flat_or_saturated,6198.0,3216.0,2982.0,0.9272388059701493,0.3015053323527286,0.6563130040322578,3216.0,0.0,0.0,0.0,2982.0
UCHE,UCHE_DBANK_CONFLICT_CL_CCHE,flat_or_saturated,6158.0,1112.0,0.0,0.0,-0.316579282445388,-0.8864457325268817,1112.0,0.0,5046.0,0.0,0.0
SP,SP_BRANCH_INS_DIVERGENCY_COUNT,flat_or_saturated,6144.0,6144.0,0.0,0.0,-0.47660312381939823,-1.677419354838711,6144.0,0.0,0.0,0.0,0.0
HLSQ,HLSQ_VS_DATA_WAIT_PROGRAMMING,flat_or_saturated,5910.0,5910.0,0.0,0.0,-0.4766031238193982,-1.6135332661290336,5910.0,0.0,0.0,0.0,0.0
VPC,VPC_FE_VS_WORKING_CYCLES,flat_or_saturated,5352.0,1785.0,0.0,0.0,-0.4195401384252864,-0.5251071068548389,1785.0,0.0,1785.0,1782.0,0.0
VPC,VPC_BE_WORKING_CYCLES,flat_or_saturated,5244.0,2619.0,0.0,0.0,-0.2538411982821255,-0.4669543850806452,2619.0,0.0,0.0,2625.0,0.0
HLSQ,HLSQ_BUSY_CYCLES,flat_or_saturated,5152.0,2211.0,1589.0,0.7186793306196291,0.08570300624358634,0.09054729502688175,2211.0,520.0,416.0,416.0,1589.0
TSE,TSE_LRZ_BARY_INTF_WORKING_CYCLE_L1,flat_or_saturated,4392.0,1890.0,0.0,0.0,-0.8327106010546639,-0.9959047379032261,1890.0,1818.0,684.0,0.0,0.0
TSE,TSE_VPC_STARVE_TSE,flat_or_saturated,4248.0,4248.0,0.0,0.0,-0.4766031238193982,-1.1597782258064526,4248.0,0.0,0.0,0.0,0.0
RB,RB_STARVE_CYCLES_LRZ_TILE,flat_or_saturated,2982.0,600.0,0.0,0.0,-0.09006204378425949,-0.08990675403225794,600.0,480.0,0.0,1902.0,0.0
RB,RB_ZPROC_WORKING_CYCLES,flat_or_saturated,2886.0,1500.0,1386.0,0.924,0.29951307271654487,0.3036164314516127,1500.0,0.0,0.0,0.0,1386.0
SP,SP_GPR_WRITE_CONFLICT,flat_or_saturated,2859.0,2859.0,0.0,0.0,-0.4766031238193982,-0.7805569556451618,2859.0,0.0,0.0,0.0,0.0
TSE,TSE_MVC_STALL_VPC,flat_or_saturated,2679.0,2679.0,0.0,0.0,-0.4766031238193982,-0.7314138104838717,2679.0,0.0,0.0,0.0,0.0
PC,PC_US_WORKING_CYCLES,flat_or_saturated,2611.0,822.0,0.0,0.0,-0.64908070641208,-0.344642557123656,822.0,823.0,143.0,823.0,0.0
VFD,VFD_BUSY_CYCLES,flat_or_saturated,2004.0,2004.0,0.0,0.0,-0.4766031238193982,-0.5471270161290324,2004.0,0.0,0.0,0.0,0.0
